Gene stable ID,Transcript stable ID,Transcript start (bp),Transcript end (bp),Gene name,Transcript count,Gene type,Gene description,Strand
YLR315W,YLR315W_mRNA,764808,765269,NKP2,1,protein_coding,Central kinetochore protein and subunit of the Ctf19 complex; mutants have elevated rates of chromosome loss; orthologous to fission yeast kinetochore protein cnl2 [Source:SGD;Acc:S000004307],1
YOL130W,YOL130W_mRNA,74400,76979,ALR1,1,protein_coding,Plasma membrane Mg(2+) transporter; expression and turnover are regulated by Mg(2+) concentration; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions; magnesium transport defect of the null mutant is functionally complemented by either of the human genes MAGT1 and TUSC3 that are not orthologous to ALR1 [Source:SGD;Acc:S000005490],1
YGR206W,YGR206W_mRNA,910432,910737,MVB12,1,protein_coding,"ESCRT-I subunit required to stabilize ESCRT-I core complex oligomers; the ESCRT-I core complex (Stp22p, Vps28p, Srn2p) is involved in ubiquitin-dependent sorting of proteins into the endosome; deletion mutant is sensitive to rapamycin and nystatin [Source:SGD;Acc:S000003438]",1
YMR175W,YMR175W_mRNA,611016,611255,SIP18,1,protein_coding,"Phospholipid-binding hydrophilin; essential to overcome desiccation-rehydration process; expression is induced by osmotic stress; SIP18 has a paralog, GRE1, that arose from the whole genome duplication [Source:SGD;Acc:S000004787]",1
YFL061W,YFL061W_mRNA,9545,10222,DDI2,1,protein_coding,Cyanamide hydratase that detoxifies cyanamide; member of the HD domain metalloprotein superfamily; expression is induced over 100-fold by cyanamide and by SN2-type DNA alkylating agents such as MMS and DMA; induction decreased in rad6 and rad18 mutants; gene and protein are identical to DDI3 and Ddi3p [Source:SGD;Acc:S000001833],1
YER147C,YER147C_mRNA,462968,464842,SCC4,1,protein_coding,Subunit of cohesin loading factor (Scc2p-Scc4p); complex is required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX [Source:SGD;Acc:S000000949],-1
YKR028W,YKR028W_mRNA,494257,497358,SAP190,1,protein_coding,"Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p; SAP190 has a paralog, SAP185, that arose from the whole genome duplication [Source:SGD;Acc:S000001736]",1
YNL271C,YNL271C_mRNA,129522,135383,BNI1,1,protein_coding,"Formin; polarisome component; nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1 [Source:SGD;Acc:S000005215]",-1
YDR346C,YDR346C_mRNA,1167214,1168659,SVF1,1,protein_coding,Protein with a potential role in cell survival pathways; required for the diauxic growth shift; expression in mammalian cells increases survival under conditions inducing apoptosis; mutant has increased aneuploidy tolerance [Source:SGD;Acc:S000002754],-1
YMR270C,YMR270C_mRNA,805326,806423,RRN9,1,protein_coding,Protein involved in promoting high level transcription of rDNA; subunit of UAF (upstream activation factor) for RNA polymerase I [Source:SGD;Acc:S000004883],-1
YOL136C,YOL136C_mRNA,67561,68754,PFK27,1,protein_coding,"6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A [Source:SGD;Acc:S000005496]",-1
YIL020C,YIL020C_mRNA,314035,314820,HIS6,1,protein_coding,"Enzyme that catalyzes the fourth step in the histidine pathway; Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts [Source:SGD;Acc:S000001282]",-1
YOL083W,YOL083W_mRNA,165714,166952,ATG34,1,protein_coding,Receptor protein involved in selective autophagy during starvation; specifically involved in the transport of cargo protein alpha-mannosidase (Ams1p); Atg19p paralog [Source:SGD;Acc:S000005443],1
YCR075W-A,YCR075W-A_mRNA,248975,249202,EGO2,1,protein_coding,"Component of the EGO and GSE complexes; identified by homology to Ashbya gossypii; YCR075W-A has a paralog, YNR034W-A, that arose from the whole genome duplication [Source:SGD;Acc:S000028519]",1
tM(CAU)J2,tM(CAU)J2_tRNA,422937,423009,EMT3,1,tRNA,"Methionine tRNA (tRNA-Met), functions in translational elongation; not involved in translational initiation; predicted by tRNAscan-SE analysis [Source:SGD;Acc:S000006662]",1
YNL070W,YNL070W_mRNA,493366,493548,TOM7,1,protein_coding,Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex [Source:SGD;Acc:S000005014],1
Q0110,Q0110_mRNA,36540,38579,BI2,1,protein_coding,Mitochondrial mRNA maturase with a role in splicing; encoded by both exon and intron sequences of partially processed COB mRNA [Source:SGD;Acc:S000007271],1
YFL037W,YFL037W_mRNA,56336,57709,TUB2,1,protein_coding,"Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria [Source:SGD;Acc:S000001857]",1
YJR078W,YJR078W_mRNA,578860,580221,BNA2,1,protein_coding,"Tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase; required for de novo biosynthesis of NAD from tryptophan via kynurenine; interacts genetically with telomere capping gene CDC13; regulated by Hst1p and Aftp [Source:SGD;Acc:S000003839]",1
YPL005W,YPL005W_mRNA,548486,550306,AEP3,1,protein_coding,Peripheral mitochondrial inner membrane protein; may facilitate use of unformylated tRNA-Met in mitochondrial translation initiation; stabilizes the bicistronic AAP1-ATP6 mRNA [Source:SGD;Acc:S000005926],1
YJL059W,YJL059W_mRNA,324964,326190,YHC3,1,protein_coding,Protein required for the ATP-dependent transport of arginine; vacuolar membrane protein; involved in the ATP-dependent transport of arginine into the vacuole and possibly in balancing ion homeostasis; human homolog CLN3 involved in Batten disease (juvenile onset neuronal ceroid lipofuscinosis) can complement yeast null mutant [Source:SGD;Acc:S000003595],1
YDL091C,YDL091C_mRNA,293392,294759,UBX3,1,protein_coding,"Clathrin-coated vesicle component, regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10 [Source:SGD;Acc:S000002249]",-1
YGL119W,YGL119W_mRNA,284442,285947,COQ8,1,protein_coding,"ATPase required for ubiquinone biosynthesis and respiratory growth; maintains levels of CoQ biosynthetic proteins; binds to CoQ biosynthesis intermediates; UbiB protein kinase-like family member that lacks canonical protein kinase activity; similar to prokaryotic proteins involved in ubiquinone biosynthesis; human homolog ADCK3 complements a coq8 null, is associated with CoQ and respiratory-chain deficiencies, and is mutated in autosomal-recessive cerebellar ataxia type 2 [Source:SGD;Acc:S000003087]",1
YOR040W,YOR040W_mRNA,407064,407921,GLO4,1,protein_coding,"Mitochondrial glyoxalase II; catalyzes the hydrolysis of S-D-lactoylglutathione into glutathione and D-lactate; GLO4 has a paralog, GLO2, that arose from the whole genome duplication [Source:SGD;Acc:S000005566]",1
YIL135C,YIL135C_mRNA,95065,96375,VHS2,1,protein_coding,"Regulator of septin dynamics; involved in the regulation of septin dynamics at bud neck after mitotic entry, likely by stabilizing septin structure; regulated at post-translational level by cell cycle dependent phosphorylation; likely phosphorylated by Cdc28p and dephosphorylated by Cdc14p before cytokinesis; high-copy suppressor of synthetic lethality of sis2 sit4 double mutant; VHS2 has a paralog, MLF3, that arose from the whole genome duplication [Source:SGD;Acc:S000001397]",-1
YHR104W,YHR104W_mRNA,323409,324392,GRE3,1,protein_coding,"Aldose reductase; involved in methylglyoxal, d-xylose, arabinose, and galactose metabolism; stress induced (osmotic, ionic, oxidative, heat shock, starvation and heavy metals); regulated by the HOG pathway; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001146]",1
YJL143W,YJL143W_mRNA,147101,147577,TIM17,1,protein_coding,"Essential component of the TIM23 complex; with Tim23p, contributes to the architecture and function of the import channel; may link the import motor to the core Translocase of the Inner Mitochondrial membrane (TIM23 complex) [Source:SGD;Acc:S000003679]",1
YDL074C,YDL074C_mRNA,324047,326149,BRE1,1,protein_coding,"E3 ubiquitin ligase; forms heterodimer with Rad6p to regulate K63 polyubiquitination in response to oxidative stress and to monoubiquinate histone H2B-K123, which is required for the subsequent methylation of histone H3-K4 and H3-K79; required for DSBR, transcription, silencing, and checkpoint control; interacts with RNA-binding protein Npl3p, linking histone ubiquitination to mRNA processing; Bre1p-dependent histone ubiquitination promotes pre-mRNA splicing [Source:SGD;Acc:S000002232]",-1
YPL139C,YPL139C_mRNA,289669,291051,UME1,1,protein_coding,"Component of both the Rpd3S and Rpd3L histone deacetylase complexes; negative regulator of meiosis; required for repression of a subset of meiotic genes during vegetative growth, binding of histone deacetylase Rpd3p required for activity, contains a NEE box and a WD repeat motif; homologous with Wtm1p; UME1 has a paralog, WTM2, that arose from the whole genome duplication [Source:SGD;Acc:S000006060]",-1
YMR043W,YMR043W_mRNA,353871,354731,MCM1,1,protein_coding,Transcription factor; involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000004646],1
YLR174W,YLR174W_mRNA,504591,505829,IDP2,1,protein_coding,"Cytosolic NADP-specific isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose; IDP2 has a paralog, IDP3, that arose from the whole genome duplication [Source:SGD;Acc:S000004164]",1
YER065C,YER065C_mRNA,285241,286914,ICL1,1,protein_coding,"Isocitrate lyase; catalyzes the formation of succinate and glyoxylate from isocitrate, a key reaction of the glyoxylate cycle; expression of ICL1 is induced by growth on ethanol and repressed by growth on glucose [Source:SGD;Acc:S000000867]",-1
YEL029C,YEL029C_mRNA,96858,97796,BUD16,1,protein_coding,"Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis, the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK) [Source:SGD;Acc:S000000755]",-1
YKR009C,YKR009C_mRNA,454352,457054,FOX2,1,protein_coding,3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4 [Source:SGD;Acc:S000001717],-1
YJR059W,YJR059W_mRNA,545787,548243,PTK2,1,protein_coding,"Serine/threonine protein kinase; involved in regulation of ion transport across plasma membrane; carboxyl terminus is essential for glucose-dependent Pma1p activation via phosphorylation of Pma1p-Ser899; enhances spermine uptake; PTK2 has a paralog, PTK1, that arose from the whole genome duplication [Source:SGD;Acc:S000003820]",1
YOR110W,YOR110W_mRNA,528941,530248,TFC7,1,protein_coding,"RNA pol III transcription initiation factor complex (TFIIIC) subunit; part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; TFC7 has a paralog, YNL108C, that arose from the whole genome duplication [Source:SGD;Acc:S000005636]",1
YER151C,YER151C_mRNA,469686,472424,UBP3,1,protein_coding,"Ubiquitin-specific protease involved in transport and osmotic response; negatively regulates Ras/PKA signaling; interacts with Bre5p to coregulate anterograde, retrograde transport between ER and Golgi; involved in transcription elongation in response to osmostress through phosphorylation at Ser695 by Hog1p; inhibitor of gene silencing; role in ribophagy; cleaves ubiquitin fusions but not polyubiquitin; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000000953]",-1
YIL093C,YIL093C_mRNA,187990,188784,RSM25,1,protein_coding,Mitochondrial ribosomal protein of the small subunit [Source:SGD;Acc:S000001355],-1
YGL054C,YGL054C_mRNA,400871,401287,ERV14,1,protein_coding,"COPII-coated vesicle protein; involved in vesicle formation and incorporation of specific secretory cargo; required for the delivery of bud-site selection protein Axl2p and Nha1p antiporter to cell surface; related to Drosophila cornichon; ERV14 has a paralog, ERV15, that arose from the whole genome duplication [Source:SGD;Acc:S000003022]",-1
YPL128C,YPL128C_mRNA,306533,308221,TBF1,1,protein_coding,"Telobox-containing general regulatory factor; binds TTAGGG repeats within subtelomeric anti-silencing regions (STARs), blocking silent chromatin propagation; binds majority of snoRNA gene promoters, required for full snoRNA expression; caps DSB flanked by long T2AG3 repeats and blocks checkpoint activation [Source:SGD;Acc:S000006049]",-1
YER136W,YER136W_mRNA,439616,440971,GDI1,1,protein_coding,GDP dissociation inhibitor; regulates vesicle traffic in secretory pathways by regulating the dissociation of GDP from the Sec4/Ypt/rab family of GTP binding proteins [Source:SGD;Acc:S000000938],1
YDR261C,YDR261C_mRNA,977521,979209,EXG2,1,protein_coding,"Exo-1,3-beta-glucanase; involved in cell wall beta-glucan assembly; may be anchored to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor [Source:SGD;Acc:S000002669]",-1
YJL217W,YJL217W_mRNA,23133,23729,REE1,1,protein_coding,"Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle [Source:SGD;Acc:S000003753]",1
YNL255C,YNL255C_mRNA,167329,167790,GIS2,1,protein_coding,"Translational activator for mRNAs with internal ribosome entry sites; associates with polysomes and binds to a specific subset of mRNAs; localizes to RNA processing bodies (P bodies) and to stress granules; may have a role in translation regulation under stress conditions; ortholog of human ZNF9/CNBP, a gene involved in myotonic dystrophy type 2 [Source:SGD;Acc:S000005199]",-1
YJR076C,YJR076C_mRNA,575354,576601,CDC11,1,protein_coding,"Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck, which in turn is required for Myo1p recruitment and cytokinesis; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells [Source:SGD;Acc:S000003837]",-1
YGL044C,YGL044C_mRNA,416146,417036,RNA15,1,protein_coding,"Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability [Source:SGD;Acc:S000003012]",-1
YNL051W,YNL051W_mRNA,532659,533870,COG5,1,protein_coding,Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments [Source:SGD;Acc:S000004996],1
YNL148C,YNL148C_mRNA,349907,350671,ALF1,1,protein_coding,Alpha-tubulin folding protein; similar to mammalian cofactor B; Alf1p-GFP localizes to cytoplasmic microtubules; required for the folding of alpha-tubulin and may play an additional role in microtubule maintenance [Source:SGD;Acc:S000005092],-1
YMR107W,YMR107W_mRNA,483014,483361,SPG4,1,protein_coding,Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources [Source:SGD;Acc:S000004713],1
YDL147W,YDL147W_mRNA,190924,192261,RPN5,1,protein_coding,"Subunit of the CSN and 26S proteasome lid complexes; similar to mammalian p55 subunit and to another S. cerevisiae regulatory subunit, Rpn7p; Rpn5p is an essential protein; the COP9 signalosome is also known as the CSN [Source:SGD;Acc:S000002306]",1
YDL081C,YDL081C_mRNA,309802,310122,RPP1A,1,protein_coding,Ribosomal stalk protein P1 alpha; involved in the interaction between translational elongation factors and the ribosome; free (non-ribosomal) P1 stimulates the phosphorylation of the eIF2 alpha subunit (Sui2p) by Gcn2p; accumulation of P1 in the cytoplasm is regulated by phosphorylation and interaction with the P2 stalk component [Source:SGD;Acc:S000002239],-1
YOR294W,YOR294W_mRNA,868340,868951,RRS1,1,protein_coding,"Essential protein that binds ribosomal protein L11; required for nuclear export of the 60S pre-ribosomal subunit during ribosome biogenesis; localizes to the nucleolus and in foci along nuclear periphery; cooperates with Ebp2p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering; mouse homolog shows altered expression in Huntington's disease model mice [Source:SGD;Acc:S000005820]",1
YLR258W,YLR258W_mRNA,660716,662833,GSY2,1,protein_coding,"Glycogen synthase; expression induced by glucose limitation, nitrogen starvation, heat shock, and stationary phase; activity regulated by cAMP-dependent, Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase; GSY2 has a paralog, GSY1, that arose from the whole genome duplication; relocalizes from cytoplasm to plasma membrane upon DNA replication stress [Source:SGD;Acc:S000004248]",1
YOR288C,YOR288C_mRNA,852121,853077,MPD1,1,protein_coding,Member of the protein disulfide isomerase (PDI) family; interacts with and inhibits the chaperone activity of Cne1p; MPD1 overexpression in a pdi1 null mutant suppresses defects in Pdi1p functions such as carboxypeptidase Y maturation [Source:SGD;Acc:S000005814],-1
YDR283C,YDR283C_mRNA,1025070,1030049,GCN2,1,protein_coding,Protein kinase; phosphorylates the alpha-subunit of translation initiation factor eIF2 (Sui2p) in response to starvation; activated by uncharged tRNAs and the Gcn1p-Gcn20p complex; contributes to DNA damage checkpoint control [Source:SGD;Acc:S000002691],-1
YIL099W,YIL099W_mRNA,178004,179653,SGA1,1,protein_coding,"Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation, but dispensable for sporulation [Source:SGD;Acc:S000001361]",1
YBL104C,YBL104C_mRNA,18177,21293,SEA4,1,protein_coding,"Subunit of SEACAT, a subcomplex of the SEA complex; Sea4p, along with Rtc1p and Mtc5p, redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex, a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif [Source:SGD;Acc:S000000200]",-1
YLR330W,YLR330W_mRNA,787664,789679,CHS5,1,protein_coding,"Component of the exomer complex; the exomer which also contains Csh6p, Bch1p, Bch2p, and Bud7, is involved in the export of select proteins, such as chitin synthase Chs3p, from the Golgi to the plasma membrane; interacts selectively with the activated, GTP-bound form of Arf1p; Chs5p is the only protein with a BRCT domain that is not localized to the nucleus [Source:SGD;Acc:S000004322]",1
YLR244C,YLR244C_mRNA,625168,626331,MAP1,1,protein_coding,Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map2p [Source:SGD;Acc:S000004234],-1
YGL229C,YGL229C_mRNA,64503,66959,SAP4,1,protein_coding,"Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p, including Sap155p, Sap185p, and Sap190p; SAP4 has a paralog, SAP155, that arose from the whole genome duplication [Source:SGD;Acc:S000003198]",-1
YBR157C,YBR157C_mRNA,553543,554310,ICS2,1,protein_coding,"Protein of unknown function; null mutation does not confer any obvious defects in growth, spore germination, viability, or carbohydrate utilization [Source:SGD;Acc:S000000361]",-1
YGR055W,YGR055W_mRNA,599417,601141,MUP1,1,protein_coding,High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake [Source:SGD;Acc:S000003287],1
YDL108W,YDL108W_mRNA,267698,268699,KIN28,1,protein_coding,"Serine/threonine protein kinase, subunit of transcription factor TFIIH; involved in transcription initiation at RNA polymerase II promoters; phosphorylates Ser5 residue of the PolII C-terminal domain (CTD) at gene promoters; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000002266]",1
YGR072W,YGR072W_mRNA,634304,635467,UPF3,1,protein_coding,Component of the nonsense-mediated mRNA decay (NMD) pathway; along with Nam7p and Nmd2p; involved in decay of mRNA containing nonsense codons; involved in telomere maintenance [Source:SGD;Acc:S000003304],1
YKL068W,YKL068W_mRNA,310199,313078,NUP100,1,protein_coding,"FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; NUP100 has a paralog, NUP116, that arose from the whole genome duplication [Source:SGD;Acc:S000001551]",1
YDR313C,YDR313C_mRNA,1089219,1090079,PIB1,1,protein_coding,RING-type ubiquitin ligase of the endosomal and vacuolar membranes; binds phosphatidylinositol(3)-phosphate; contains a FYVE finger domain [Source:SGD;Acc:S000002721],-1
YPL271W,YPL271W_mRNA,30079,30267,ATP15,1,protein_coding,"Epsilon subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated [Source:SGD;Acc:S000006192]",1
YCR019W,YCR019W_mRNA,152837,153928,MAK32,1,protein_coding,Protein necessary for stability of L-A dsRNA-containing particles [Source:SGD;Acc:S000000612],1
YBL017C,YBL017C_mRNA,186844,191583,PEP1,1,protein_coding,Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments [Source:SGD;Acc:S000000113],-1
YDR496C,YDR496C_mRNA,1441433,1443403,PUF6,1,protein_coding,"Pumilio-homology domain protein; binds the 3' UTR of ASH1 mRNA and represses its translation, resulting in proper asymmetric localization of ASH1 mRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; co-sediments with the 60S ribosomal subunit and is required for its biogenesis [Source:SGD;Acc:S000002904]",-1
YPL027W,YPL027W_mRNA,499665,500402,SMA1,1,protein_coding,Protein of unknown function involved in prospore membrane assembly; involved in the assembly of the prospore membrane during sporulation; interacts with Spo14p [Source:SGD;Acc:S000005948],1
YCL007C,YCL007C_mRNA,106974,107366,,1,protein_coding,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps verified ORF YCL005W-A; mutations in YCL007C were thought to confer sensitivity to calcofluor white, but this phenotype was later shown to be due to the defect in YCL005W-A [Source:SGD;Acc:S000000513]",-1
YHR019C,YHR019C_mRNA,141894,143558,DED81,1,protein_coding,"Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA [Source:SGD;Acc:S000001061]",-1
YLL041C,YLL041C_mRNA,53131,53931,SDH2,1,protein_coding,"Iron-sulfur protein subunit of succinate dehydrogenase; the complex couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; other members are Sdh1p, Sdh3p, and Sdh4p [Source:SGD;Acc:S000003964]",-1
YCR033W,YCR033W_mRNA,186489,190169,SNT1,1,protein_coding,"Subunit of the Set3C deacetylase complex; interacts directly with the Set3C subunit, Sif2p; putative DNA-binding protein; mutant has increased aneuploidy tolerance; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000000629]",1
YAR002C-A,YAR002C-A_mRNA,154065,154724,ERP1,1,protein_coding,"Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication [Source:SGD;Acc:S000002129]",-1
YNL085W,YNL085W_mRNA,467131,469623,MKT1,1,protein_coding,"Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability, drug resistance, and more; forms cytoplasmic foci upon DNA replication stress; localization to P-bodies under ethanol stress differs between strains [Source:SGD;Acc:S000005029]",1
YBR289W,YBR289W_mRNA,779667,782384,SNF5,1,protein_coding,Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions [Source:SGD;Acc:S000000493],1
YPL076W,YPL076W_mRNA,410443,411285,GPI2,1,protein_coding,Protein involved in the synthesis of GlcNAc-PI; GlcNAc-PI is the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; homologous to the human PIG-C protein; GlcNAc-PI stands for N-acetylglucosaminyl phosphatidylinositol [Source:SGD;Acc:S000005997],1
YPL100W,YPL100W_mRNA,361872,363362,ATG21,1,protein_coding,"Phosphoinositide binding protein; required for vesicle formation in the cytoplasm-to-vacuole targeting (Cvt) pathway; binds both phosphatidylinositol (3,5)-bisphosphate and phosphatidylinositol 3-phosphate; WD-40 repeat protein [Source:SGD;Acc:S000006021]",1
YBR035C,YBR035C_mRNA,306269,306955,PDX3,1,protein_coding,Pyridoxine (pyridoxamine) phosphate oxidase; has homologs in E. coli and Myxococcus xanthus; transcription is under the general control of nitrogen metabolism [Source:SGD;Acc:S000000239],-1
YCL005W-A,YCL005W-A_mRNA,107023,107417,VMA9,1,protein_coding,Vacuolar H+ ATPase subunit e of the V-ATPase V0 subcomplex; essential for vacuolar acidification; interacts with the V-ATPase assembly factor Vma21p in the ER; involved in V0 biogenesis [Source:SGD;Acc:S000028508],1
YIL019W,YIL019W_mRNA,315093,316133,FAF1,1,protein_coding,Protein required for pre-rRNA processing; also required for 40S ribosomal subunit assembly [Source:SGD;Acc:S000001281],1
YDL205C,YDL205C_mRNA,92762,93745,HEM3,1,protein_coding,"Porphobilinogen deaminase; catalyzes the conversion of 4-porphobilinogen to hydroxymethylbilane, the third step in heme biosynthesis; localizes to the cytoplasm and nucleus; expression is regulated by Hap2p-Hap3p, but not by levels of heme; human homolog HMBS can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid [Source:SGD;Acc:S000002364]",-1
YML126C,YML126C_mRNA,19060,20535,ERG13,1,protein_coding,3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis [Source:SGD;Acc:S000004595],-1
YDL054C,YDL054C_mRNA,359825,361285,MCH1,1,protein_coding,Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport [Source:SGD;Acc:S000002212],-1
YLR086W,YLR086W_mRNA,302243,306499,SMC4,1,protein_coding,"Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity, but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate [Source:SGD;Acc:S000004076]",1
YNL037C,YNL037C_mRNA,557920,559002,IDH1,1,protein_coding,Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle [Source:SGD;Acc:S000004982],-1
YMR184W,YMR184W_mRNA,628189,628785,ADD37,1,protein_coding,Protein of unknown function; involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000004796],1
YFR046C,YFR046C_mRNA,243074,244159,CNN1,1,protein_coding,"Kinetochore protein; associated with the essential kinetochore proteins Nnf1p and Spc24p; phosphorylated by Clb5-Cdk1, Mps1p, Ipl1p and to a lesser extent by Clb2-Cdk1; localizes to the lower region of the Ndc80 complex during anaphase and regulates KMN activity by inhibiting the Mtw1 and Spc105 complexes from binding to the Ndc80 complex; similar to metazoan CENP-T [Source:SGD;Acc:S000001942]",-1
